,tweets,likes,location
261,"@AbideenKyle You woke up to a beautiful woman, that's enough breakfast.",0,"Abuja, Nigeria"
262,"@AdesolaBlessin9 Story for the gods, till e waybill you breakfast your eye go open https://t.co/YLIIjkve21",1,Abuja
263,"@iamabisolaa @freezle_ @bolanleofjos Oya, how do you feel serving me breakfast in public? https://t.co/bOZo3dl8w2",1,"Jos, Nigeria"
264,Better go and eat breakfast and leave people alone.,0,"Abuja, Nigeria"
265,@manuel_tips_ Haha all of this for breakfast??? God have mercy,0,FCT
266,"Cheers to more breakfast🥂
Till we find our soulmate 🤓",0,"Abuja, Nigeria"
267,@Timmyofdelta oya buy this breakfast na.... abi na followers you just dey find upandan,0,Abuja Nigeria
268,Never know this until I was served Breakfast 😚 wisdom choke me immediately 😅,0,Abuja
269,@jayfund11 Bossman I fit dee breakfast from your syd @jayfund11 🙏🙏🙏,0,"Abuja, Nigeria"
270,Good morning. Another day to be reminded that breakfast will reach everybody https://t.co/BpGG7mQOFI,0,"Abuja, Nigeria"
271,"@sportsmediagirl Breakfast loading....
Hunger bad!!!",0,"Abuja, Nigeria"
272,"Day don break, breakfast no sure but BREAKFAST don set in…. 
🤦🏼‍♂️🤦🏼‍♂️💔💔",1,"Jos, Nigeria"
273,@ezeanakanathan @Spotlight_Abby Nah everybody go chop breakfast 🎤,1,Abuja Nigeria
274,Incase you want breakfast/lunch/Dinner. You can order from them 👍 https://t.co/JTPkVKfbGl,0,"Abuja, Nigeria"
275,"@ezugwu_onyii De play 😂
She don serve you breakfast on top fridge 😂",2,"Jos, Nigeria"
276,@Betodds1 anything for breakfast boss abeg 🙏,0,"Nasarawa, Nigeria"
277,Take your breakfast ❤️ https://t.co/CvaXpe2fo2,0,"Abuja, Nigeria"
278,@instablog9ja @GettyImages Breakfast came in on time🥹,0,"Plateau, Nigeria"
279,@_spiriituaL Yes boss my breakfast don sure 😅,0,"Abuja, Nigeria"
280,@jon_d_doe Atleast she told him she has found a new rich guy. Am sure he knew the kind lady he was dating because she was giving him the attention he didn't mind. Now he don chop breakfast. I like how he wish her best shaa .,1,"Jos, Nigeria"
281,@FotoNugget 😂😂 it's normal if you're a type who normally skip breakfast away from Ramadan period,1,"Abuja, Nigeria"
282,@Ameenertu_ 5k ce kawai miss breakfast,0,"Jos, Nigeria"
283,Have eaten my breakfast and lunch 😂. See you soon dinner,0,"Minna, Nigeria"
284,"No matter how beautiful a girl is, a guy can serve her premium breakfast, even if she has big melons and big ikebe",0,"Abuja, Nigeria"
285,"@bigbrother_afro @MadukaOgwueleka The truth is Yoruba and other Tribes in Nigeria can not do without the Igbos!

If e sure for all of una, kindly serve us breakfast as soon as possible!",0,New Zealand
286,@bod_republic Go ask these guys @nalucoolglobal Dem dey serve premium breakfast,0,"Abuja, Nigeria"
287,E don cast last last we all know who will eat this breakfast…sorry corn.,0,"Abuja, Nigeria"
288,@I_Am_marwa Hahahaha! Breakfast is waiting for Emperor of Rivers state.,0,"Abuja, Nigeria."
289,"@ojay_obin Lol this has to be ment.
I'm efik, I eat dogs for breakfast.
Tell him to come chat to me, I want to drink his tears.",9,"Abuja, Nigeria"
290,@JoshuaAdankala Aje No worry... life spender.... If you no collect breakfast you no go know na.,0,Jos plateau Nigeria
291,@noirblvck_ This is my favorite breakfast meal. That egg 🤩,0,"Abuja, Nigeria"
292,@Ayo_olann @JemilaEA @obyezeks Na all of us go chop the breakfast ode,0,"Abuja, Nigeria"
293,"@SaharaReporters May you continue with your gutter breakfast, launch and dinner ✋",0,Jos
294,"@Opeolu_waa @SUCCESSSMAN Bishop🙇‍♂️🙇‍♂️

Can you bless me with 1k for breakfast sir🙏",0,"Abuja, Nigeria"
295,"Lol 😂 
Be warned, where I come from we kill  a man and use him for breakfast https://t.co/WRVhkxQuCk",1,Abuja
296,"@NursetoluX One day I go follow chop this breakfast by God's grace,Amen.@NursetoluX",0,Abuja
297,"@NwaBabyOne Breakfast
Brunch 
Lunch 
Dinner",0,"Abuja, Nigeria"
298,"@UnkleAyo Once you beg to be in a relationship and she agrees, there is every possibility that you will beg throughout that relationship until you “chop breakfast”.

It’s better to die single than to be accepted out of pity.",78,"Jos, Nigeria"
299,@BusingyeJose @MaamaKampala21 Hope you will keep same energy when is breakfast time,0,Abuja
300,"For Muslims, how was the #Ramadan Fast today? I was good but I just felt little headache but after Iftar (breakfast), no more headache. Ramadan Mubarak 

#ElbinawiTweets",1,"Abuja, Nigeria"
301,@_trend__ you miss breakfast and lunch abi you no see food chop for morning and afternoon??,0,"Abuja, Nigeria"
302,Yawa ne 😔 https://t.co/1FinDntWlR,0,"Abuja, Nigeria"
303,Manoman Rani Na Sa Ran Samar Da Shinkafa Da Alkama Mai Yawa A Taraba https://t.co/ffGsl79Ohl #NomaDaKiwo #Manoma #Shinkafa,6,"Abuja, Nigeria"
304,@Teelannister Allah ya bamu arziki mai yawa mai Albarka 🤲🏻,0,"Minna, Nigeria"
305,@Garbazahrau1 Gwauraye suna ganin Qalu bale da yawa a lokacin Azumi,0,"Abuja, Nigeria"
306,"Ba fa maza ne kawai gwagware ba, mata ma sun fi yawa. Mention any gwauruwa you know domin muyi massu addu'a.
🏃🏃🏃",2,"Abuja, Nigeria"
307,@PraiseFadare @MCFC__BH No yawa,0,"Abuja, Nigeria"
308,"@Danshehu17 Ameen ya Rabbil Alameen! Ameen! Nagode sosai Dan uwa!🙏🙌

In Shaa Allah! Allah ya kawo lakwaye masu yawa da albarka!🙌🙏🤗",0,"Minna, Niger State, Nigeria. "
309,Ya Kamata Mutane Sugane Cewa Gwauro Fah Ba Barawo Bane. Haba Wannan Musiba Tayi Muna Yawa.. 😔,3,"Abuja, Nigeria"
310,"@yawa_of_the_day @AkinteyeDa16341 @_dinomelaye For your small mind, how does this look tribalism?",0,Abuja
311,"Twitter for tumbi kenan, kunfi yawa acan😂👏",1,Abuja || kaduna
312,I keep my yawa to myself cuz it's only me,1,Federal Capital Territory
313,Playing for super eagles is hard tsafi yayi yawa,0,"Tudun-Wada, Nigeria"
314,yawa skits is preparing another one💚💚💚,0,"Abuja, Nigeria"
315,@Emmy_Wise10 We appreciate your kind words 🙏,1,"Abuja, Nigeria"
316,"(In Movie Trailer Guy's voice:)
In a world of injustice and cruelty...One man will stop at nothing to save his city from the oppression of chickens. 

This March..King Kasper returns in the 3rd installment of THE COCKROACH PRINCE.

In YouTube cinemas this Friday. #Ramadan https://t.co/gbjI9SRnJE",18,"Abuja, Nigeria"
317,350 for 1k? Masu POS da yawa zasu shiga wuta. Saikace muma ba wahala mukayi muka samu kudinmu ba.,0,"Abuja, Nigeria"
318,@___intissar Kina ko da aiki mai yawa agabanki sosae makwabciya hmm,0,"Abuja, Nigeria"
319,"Another Friday another episode....What business or scam are these two up to now?🤔
.
Stay Tuned......
 D.O.P @temitayo_emory  #Survivor #Ramadan https://t.co/60aE0Ae7iZ",28,"Abuja, Nigeria"
320,"Mai noman barkono ba ya bukatar jari mai yawa, kuma aikin noman ba shi da wahala sosai idan aka kwatanta ta shi da sauran kayan lambu da ke bukatar kudi da kuma kulawa.

https://t.co/h9h6ndqAod",2,"Abuja, Nigeria"
321,@madakiiiiiii Dadin yawa zae mashi,0,"Abuja, Nigeria"
322,Zero energy for anything that has to do with trouble/magana/Nsogbu/yawa of any kind.Babyboy is Solely available for enjoyment🤗 &amp; everything that has to do with having fun.#Tgif,0,"Abuja, Nigeria"
323,YAWA UYY AMBOT GYUD YAWA,0,"Abuja, Nigeria"
324,"📻#FridayFeeling W/🎙️#DeejayAlonso  &amp; #afronation 
Nowplayin🎧- No Yawa by @tmbpunthisone

#hitsonhits🔥#musicalday /w #happyday 💯  #ShazamMovie                                    #GooglePlay #StaySafeNigeria #Nobadvibe 🎵🎵🎵🎵🎵🎵🎵🎵 📻📻 #morningvibes https://t.co/1sxM3P9upg",0,"Abuja, Nigeria"
325,"📻#ThursdayThoughts W/🎙️#DeejayAlonso  &amp; #afronation 
Nowplayin🎧- No Yawa by @tmbpunthisone

#hitsonhits🔥#musicalday /w #happyday 💯  #ShazamMovie                                    #GooglePlay #StaySafeNigeria #Nobadvibe 🎵🎵🎵🎵🎵🎵🎵🎵 📻📻 #NiGHTSintoDreams https://t.co/jr4kzx2Rfz",0,"Abuja, Nigeria"
326,@fusam__ Kinyi tsanani da yawa,0,"Minna, Nigeria"
327,@bbchausa Gulman bbc fa ya fara yawa😅,0,"Abuja, Nigeria"
328,"Barcelona is facing a new legal threat from UEFA, including a possible Champions League ban, following a discovery that the club paid millions of dollars to a company linked to a Spanish refereeing official.
😤 This one na yawa oh https://t.co/gbhpTrvCyD",0,Abuja 
329,"📻#ThursdayThoughts W/🎙️#DeejayAlonso  &amp; #afronation 
Nowplayin🎧- No Yawa by @tmbpunthisone

#hitsonhits🔥#musicalday /w #happyday 💯  #ShazamMovie                                    #GooglePlay #StaySafeNigeria #Nobadvibe 🎵🎵🎵🎵🎵🎵🎵🎵 📻📻 #AfternoonDelight https://t.co/p0pbUl705J",0,"Abuja, Nigeria"
330,@Social_Ustaxx Haka yake girman kanshi yamai yawa,0,"Jos, Nigeria"
331,@I__MESA 🤣 irinku masu ulcer nada yawa ai,1,"Abuja, Nigeria"
332,"📻#ThursdayThoughts W/🎙️#DeejayAlonso  &amp; #afronation 
Nowplayin🎧- No Yawa by @tmbpunthisone

#hitsonhits🔥#musicalday /w #happyday 💯  #ShazamMovie                                    #GooglePlay #StaySafeNigeria #Nobadvibe 🎵🎵🎵🎵🎵🎵🎵🎵 📻📻 #MorningRush https://t.co/6TGN4BjDZh",0,"Abuja, Nigeria"
333,@Mustapha_NG_ Gaskiya da yawa basu yadda da Allah ba.,1,"Abuja, Nigeria"
334,"#WhatsUpABJ📻🎧 w/ @satoEDK

🎶🎵#NP🔊 Yawa - @KingPerryy  
   
Listen  here ⬇️
https://t.co/EenkRjmrzG 
#PoweredByMusic",2,"Abuja, Nigeria"
335,#RamadanKareem to all my Muslim Brothers and Sisters. ⭐🌙,16,"Abuja, Nigeria"
336,Yawa gimingaw man ko uyy bwesit e shat na pud ni unya,0,"Abuja, Nigeria"
337,@radrod1202 Yawa si jesriel Wala pa kamata hahahaha,1,"Abuja, Nigeria"
338,"“AZUMI” Babbar Makanranta; Wasu Su Koyi Ilimi Mai Yawa Mai Amfani, Kuma Su Sami Sakamako Mai Kyau, Wasu Su Gudu Kafin Kammala Makaranta. Wasu Kuma Ah Gama Da Su Amma Da Mummunan Sakamako.👌

Allah Ubangiji Kasa Muna Cikin Wanda Zasu Gama Da Kyakkyawan Sakamako🤲🤲",0,"Abuja, Nigeria"
339,Kai suna da yawa 😩😫,0,Abuja
340,@mbashees Ashe muna da yawa 😅,0,"Abuja, Nigeria"
341,"Had to air my mind on this song #yawa 🔥🔥🔥🔥🔥
Listen to Yawa by Mtv Shawo on Boomplay. https://t.co/J6nJe2eshB https://t.co/RrvdfJESNT",0,"Abuja, Nigeria"
342,@MayorKingz @signaturebyoz No yawa,0,"Abuja, Nigeria"
343,@jibrildazhi A'a karka sa mun magana a baki mafi yawa aka ce,1,"Abuja, Nigeria"
344,@jibrildazhi An musluntar da mafi yawa cikin ku tsakanin 1940 da 1980. Kafin lokacin ba abinda kuke sai rawa da kama maciji,4,"Abuja, Nigeria"
345,"📻#wednesdaythought W/🎙️#DeejayAlonso  &amp; #afronation 
Nowplayin🎧- No Yawa by @tmbpunthisone

#hitsonhits🔥#musicalday /w #happyday 💯  #ShazamMovie                                    #GooglePlay #StaySafeNigeria #Nobadvibe 🎵🎵🎵🎵🎵🎵🎵🎵 📻📻 #afternoon_vibes https://t.co/ICv6MRmADp",0,"Abuja, Nigeria"
346,"Ba fa inda nace wani dan siyasa baKauye ne, kauyanci yayi yawa nace sir.",7,"Kaduna, Nigeria"
347,@Nur_al_qalb @Oummiih @_hafsat_paki Basuyi yawa ba oga,0,Federal Capital Territory
348,@Imran_Elyasu @Oummiih @_hafsat_paki Ka dauki taka amma 2 sun ma yawa.,1,"Abuja, Nigeria"
349,@aminatouu Gaskiya dai dangi har na saidawa akwai dan yawa😂😂,0,Abuja Nigeria
350,"📻#wednesdaythought W/🎙️#DeejayAlonso  &amp; #afronation 
Nowplayin🎧- No Yawa by @tmbpunthisone

#hitsonhits🔥#musicalday /w #happyday 💯  #ShazamMovie                                    #GooglePlay #StaySafeNigeria #Nobadvibe 🎵🎵🎵🎵🎵🎵🎵🎵 📻📻 #MorningSeex https://t.co/GuCQMwth47",0,"Abuja, Nigeria"
351,@Carsnationn My brother the yawa happen to me of recent I no fit shout after everything,0,Abuja
352,Yawa gyud bushitt,1,"Abuja, Nigeria"
353,Qauyanci yayi yawa a siyasar jahar kano.,162,"Kaduna, Nigeria"
354,@ameera_saleehu May Almighty Allah bless you da yawa da yawa🤲🏻🤲🏻,0,"Abuja, Nigeria"
355,"@_sadiqmadaki A taya mun rokawa baba FCT minister.
Akwai wajajen yankawa da yawa.",0,"Abuja, Nigeria"
356,"Yawa ne, a rufa musu Asiri 😂",0,"Abuja, Nigeria"
357,@_TRUSTW0RTHY Wawa kenan! Kudi ya masa yawa ne. Dan Allah Ku turo shi Niger mana mu gyara masa zama,1,"Minna, Nigeria"
358,"@Smb_binbaz @Ladyposhhhhh Bill din ay ba yawa, Tunda Kai Kadai ne. lol",0,"Abuja, Nigeria"
359,Shifa gawuna ta kaiiiii ma ya fara ramewa! Baka ga hular tafara mai yawa ba,0,"Abuja, Nigeria"
360,"Bayan kwana 3, INEC ta sanar da sakamakon zaben yan majalisar Edo.

Sakamakon ya nuna PDP ta samu yan majalisun jihar mafi rinjaye.

APC ta ci da yawa yayin da LP ta samu 1, guda uku kuma Inconclusive. https://t.co/XiAy6iE8WE",13,"Abuja, Nigeria"
361,"@Hausa_Guy_ Rashin Tarbiyyar ne yayi yawa Allah bai yi duniya dan a taru a ra'ayi daya ba, duk wanda baya ra'ayin su basa duba girman mutun sai kawai su fara zargin sa Siyasa ra'ayi ce",1,"Abuja, Nigeria"
362,@Fauzeeyy_Oumar Samari na gari na nan da yawa a Gombe in dai da gaske kike.,2,Abuja
363,"Mad oo 

Wata tana murna Abba zai dawo da auren zawarawa a kano tace sunyi yawa 😹",4,"Abuja, Nigeria"
364,@bod_republic If they want to date each other no yawa,0,Abuja
365,"I am so proud of your strength, loyalty and resilience, my brother  🤝Gaba tafi baya yawa In Sha Allah @AliyuKwarbai",2,"Abuja, Nigeria"
366,@its_huzaifah__ Kunfi masu saka jar hula yawa,1,"Abuja, Nigeria"
367,@danfaari Yayi yawa 🥺 ana cikin an san kebura oga,0,Abuja 
368,Su dauki lauyoyi tare kada kudin yayi yawa?,2,in the middle of the storm
369,@mijajjere46 Lol but he only won metro without winning even the southern Borno where PDP normally get their votes. Ni damuwa ai ta mai yawa ne,1,"Jos, Nigeria"
370,@mubix_69 Please ya mubaraq leave our brother alone😬 ka matsa mishi da yawa,0,"Abuja, Nigeria"
371,Kaduna meke faruwa ne? Tension din tayi yawa.,0,Kaduna/Abuja
372,Just make the congratulatory call Ma. @realaishabinani gaba tafi baya yawa.,0,minna
373,@___Bils Yai mani yawa dana siya,0,"Minna, Niger State Nigeria."
374,@walipikin Eh wai hasken wata yayi yawa it is tempting,0,Abuja 
375,@Moh_Serlis Yawa me fa,0,"Plateau, Nigeria"
376,"YANZU YANZU: jam iyyar NNPP itace kan gaba a Jihar Taraba.

Wannan shine sakamakon zaben jihar Taraba na kananan hukumomi 9 da aka sanar a hukumance, inda muke basu tazara mai yawa, hakan ne yayi sanadiyar tada duk wani rikici.
 #INECElectionResult https://t.co/TNm4qyDm0t",2,Asokoro Abuja
377,"@officialEFCC should visit @KADGIS_KDSG as an undercover customer, i assure yawa go gas",0,Nigeria Abuja
378,@IliyasSamirah Gaskia kamanni din yayi yawa,1,"Abuja, Nigeria"
379,@oil_shaeikh Gaskiya dai akwai makamai a hannun mutane da yawa musamman ma matasa. Poverty alleviation programs must be put in place and I trust them on giving education sector a priority.,3,Abuja
380,"Ko da ba ku da labari:

Abin mamaki, Jam’iyyar LP ba ta da ‘Dan takarar Gwamna a zaben jihar Kano, amma ta ci kuri’u masu yawa 

https://t.co/Dun7EAlgB1",15,"Abuja, Nigeria"
381,"@channelstv U people didn't see results

U guys declare a winner before results this country na yawa because scam too much for here",0,"Abuja, Nigeria"
382,Takardar filaye da yawa sun Zama takardar tsire!🤣🤣🤣,0,"Abuja, Nigeria"
383,@_Ameera_B Munafurcin wike yayi yawa tbvh😂😂😂,0,"Abuja, Nigeria"
384,"Kai fa abun sun maka yawa

Air marshal lost
Gawuna lost
Inuwa won
Madrid lost 
Ashiru will lose too

🤣🤣",0,"Abuja, Nigeria"
385,"@nanahh___ Wallahi. Zan yi asara kudi da yawa, bai dame ni bah. Amma kin ga chacha, hawan jini!",0,Federal Capital Territory
386,"@HafsatUmarFaruq Hafsat gulma yayi miki yawa wallahi, har yanzun kin kasa barci sai kinji kwakwaf😨 Allah ya shirya mana ke kibar wannan halin😂",1,"Area 11, Abuja"
387,"ABU naturally  ahead😹😹😹😹😹
Abu sites will resume lectures on 20th March 2023 and start exams on 27th March 2023💔 
Ga zafi,ga Ramadan ga stress din karatu ga exams kaiii abun yayi yawa😹.
Best of luck wishes to y’all 😻",18,"Jos, Nigeria"
388,@dadeen__ Da yawa sun sani fa,0,"Abuja, Nigeria"
389,@meenatishaq1 Sunada yawa ne,0,Federal Capital Territory
390,@Saadah___ Kin dana da yawa😂😂,0,Abuja Nigeria
391,"@iam_dejianu @Mr_cornels @Spotlight_Abby Oh nobody is fighting anybody?no yawa,but let them come back home and vote 4 their own government without being threatened not to",0,"Abuja, Nigeria"
392,You think your problems are bigger?...wait till you see other people. 😂😂 https://t.co/o0LG5lGJwA,22,"Abuja, Nigeria"
393,@zk_sani Da yawa gani suke wasa muke. Har wadancan suna ganin yaudara ce. Bamu da riba in muka yaudari al'umma.,4,"Abuja, Nigeria"
394,@Mrs_AGM @Dulla_JayArr Gaskia yawa ne 😂,1,"Abuja , Nigeria"
395,@khaleeyfa Ai suna da yawa a wannan table din,0,"Abuja, Nigeria"
396,"Masha Allah 
ya Allah Yawa Al Ummar Shinkafi Albarka Sunnuna Diyane Ya Allah Yaba Usuman Shatima Ikon Saukarda Yauyinda Allah Ya doramasa Ameeeen ya Rabbi Alfarmar Annabi Da Al Qur Ani Ameeeen' #congrshtm https://t.co/iT2TlyUdxn",3,"Abuja, Nigeria"
397,@ayeesh_chuchu Gaskiya sun waye da yawa 😭😭😭😭,0,Abuja
398,@laucutiey Naga tazaran neh da dan yawa😰😰,0,"Abuja, Nigeria"
